,股票名称,股票代码,涨跌幅,换手率,市盈率(动态),流通市值(万),所属行业,每股收益(元),净利润(元),净利润同比增长(%),净利润季度环比增长(%),每股净资产(元),净资产收益率(%)
250,锡业股份,000960.SZ,9.99,6.38,20.6,2773176.29,小金属,0.818,1346255971.62,-52.21,100.543,9.958428606044,8.44
251,唐源电气,300789.SZ,-5.72,6.33,62.94,146568.95,软件服务,,,,,,
252,海特高新,002023.SZ,-1.56,1.15,371.41,646056.87,航空,,,,,,
253,大商股份,600694.SH,2.24,1.09,10.24,562177.5,百货,1.93,549186761.21,-27.69,-46.3365,27.31991339978,6.49
254,中源协和,600645.SH,-1.66,2.28,59.9,914490.67,生物制药,,,,,,
255,海翔药业,002099.SZ,2.26,0.79,45.13,1239487.37,化学制药,,,,,,
256,宝莫股份,002476.SZ,0.16,4.57,89.43,375124.51,化工原料,,,,,,
257,依顿电子,603328.SH,7.2,5.06,29.89,802747.86,元器件,0.269,268541750.59,78.31,-56.1482,3.581284298502,7.72
258,天地源,600665.SH,-3.96,3.44,10.99,376757.42,全国地产,0.3965,342665522.52,-9.06,366.0142,5.077931163664,8.02
259,长海股份,300196.SZ,1.51,1.37,8.06,397135.03,玻璃,2.0,817303048.49,42.78,23.3423,10.155689514797,21.13
260,菜百股份,605599.SH,-2.84,1.19,18.46,661772.56,黄金,,,,,,
261,大西洋,600558.SH,1.43,1.4,46.56,318649.72,钢加工,0.0762,68441825.69,-11.57,81.4873,2.428198347431,3.17
262,海德股份,000567.SZ,1.13,0.4,24.12,1743095.89,多元金融,,,,,,
263,隧道股份,600820.SH,0.16,1.03,10.61,1924186.81,建筑工程,,,,,,
264,金太阳,300606.SZ,3.24,7.22,75.61,181263.64,机械基件,,,,,,
265,长源电力,000966.SZ,4.78,4.96,112.81,659207.46,火力发电,,,,,,
266,中威电子,300270.SZ,-1.33,4.35,-40.65,165248.17,通信设备,,,,,,
267,联环药业,600513.SH,0.37,1.63,22.1,310576.42,化学制药,0.49,141370528.08,18.96,25.1302,4.411083872293,11.64
268,国泰君安,601211.SH,2.4,0.74,11.88,11439626.74,证券,1.24,11507150262.0,-23.35,49.8313,15.904034815028,7.88
269,欣天科技,300615.SZ,-3.02,1.81,48.69,177944.35,元器件,,,,,,
270,中国国贸,600007.SH,1.4,0.23,16.32,1821166.82,园区开发,1.11,1115870811.0,8.99,-17.1963,9.079332023839,12.7
271,中铁工业,600528.SH,3.24,1.95,12.53,2339293.82,运输设备,0.79,1867126952.23,0.58,-29.5249,9.619937269991,7.53
272,艾德生物,300685.SZ,-1.86,0.68,43.73,1151699.56,医疗保健,0.67,263743023.32,10.09,-70.6494,3.766678161518,18.42
273,中国铁建,601186.SH,3.18,2.27,5.46,12331479.18,建筑工程,1.76,26642094000.0,7.9,49.7056,16.975852793857,11.05
274,百联股份,600827.SH,4.4,0.91,-91.88,2095411.6,超市连锁,,,,,,
275,聚灿光电,300708.SZ,-2.73,3.17,-97.85,422701.92,半导体,-0.12,-63402527.19,-135.81,-608.2577,2.962369729014,-3.9
276,江苏金租,600901.SH,1.63,0.61,7.67,1854542.73,多元金融,,,,,,
277,中国一重,601106.SH,0.3,0.67,248.42,2311072.85,工程机械,,,,,,
278,宝鼎科技,002552.SZ,-0.97,1.72,-231.47,389987.54,机械基件,-0.1,-34476409.22,-641.48,-1851.2895,4.878664259291,-3.35
279,皖新传媒,601801.SH,-3.0,0.83,11.59,1285026.26,出版业,,,,,,
280,重庆港,600279.SH,1.87,0.9,36.19,378417.02,港口,0.12,142673677.68,111.95,285.3232,4.783569474776,2.54
281,深水海纳,300961.SZ,-3.05,6.63,95.08,156163.99,环境保护,,,,,,
282,戴维医疗,300314.SZ,2.9,5.42,56.61,363182.21,医疗保健,0.34,97577629.13,21.66,-46.1603,3.678139973194,9.57
283,城市传媒,600229.SH,-2.92,1.15,16.46,536295.19,出版业,,,,,,
284,华天科技,002185.SZ,-1.78,1.83,44.63,3363936.78,半导体,0.2353,753945434.18,-46.74,-73.9344,4.927188270671,4.89
285,宁沪高速,600377.SH,1.39,0.14,11.85,3330712.31,路桥,0.7392,3724115165.87,-12.99,-54.7968,6.340295481286,11.23
286,白银有色,601212.SH,-0.33,0.61,-61.27,2258456.23,铜,,,,,,
287,欢瑞世纪,000892.SZ,-4.0,6.29,40.71,341201.5,影视音像,,,,,,
288,九强生物,300406.SZ,2.26,1.72,34.88,718367.45,医疗保健,,,,,,
289,未名医药,002581.SZ,0.8,1.93,144.41,753888.17,生物制药,,,,,,
290,山东钢铁,600022.SH,1.26,0.56,31.03,1722514.78,普钢,0.0519,555153248.2,-54.8,128.1202,2.041306975708,2.49
291,宏昌科技,301008.SZ,1.56,2.62,31.84,65971.99,家用电器,,,,,,
292,工商银行,601398.SH,2.16,0.13,4.68,127526576.53,银行,0.97,360483000000.0,3.486556161,0.3658,8.81250929415,11.43
293,远方信息,300306.SZ,-0.33,4.3,40.25,182225.4,电器仪表,,,,,,
294,星辉娱乐,300043.SZ,-5.22,10.64,-72.19,357282.1,文教休闲,,,,,,
295,瑞丰银行,601528.SH,4.32,3.48,8.39,468506.97,银行,1.01,1527864000.0,20.2,-0.0018,9.882451113224,10.8
296,吴通控股,300292.SZ,-3.32,4.74,182.46,421827.14,软件服务,,,,,,
297,楚天科技,300358.SZ,-1.21,1.06,16.74,928261.89,医疗保健,,,,,,
298,上海银行,601229.SH,1.31,0.41,3.95,8571672.78,银行,,,,,,
299,海宁皮城,002344.SZ,-0.2,1.55,21.66,625354.96,商品城,,,,,,
300,平高电气,600312.SH,7.41,4.91,68.58,1454619.64,电气设备,,,,,,
301,西部证券,002673.SZ,2.79,0.95,44.69,2724396.03,证券,,,,,,
302,锦富技术,300128.SZ,-0.71,1.72,253.08,461255.58,元器件,,,,,,
303,神州信息,000555.SZ,-2.13,1.17,65.64,1350531.72,软件服务,0.2139,206512212.05,-45.1,1825.5247,6.121532388024,3.45
304,百大集团,600865.SH,0.94,0.26,20.24,363824.39,百货,0.48,179772417.88,59.5,632.1254,6.313403055216,7.76
305,交通银行,601328.SH,3.21,0.47,4.41,21470222.62,银行,1.14,92149000000.0,5.22,1.7741,11.427211397331,10.33
306,嘉应制药,002198.SZ,0.25,0.99,135.09,400932.78,中成药,,,,,,
307,佳讯飞鸿,300213.SZ,3.25,8.37,119.34,367879.86,通信设备,,,,,,
308,中国中冶,601618.SH,0.93,1.19,8.78,7765889.34,建筑工程,0.45,10272357000.0,22.66,323.7513,4.468733670504,10.47
309,网宿科技,300017.SZ,-5.44,5.19,74.25,1616047.43,软件服务,,,,,,
310,旋极信息,300324.SZ,-4.83,4.62,-28.76,568160.34,软件服务,,,,,,
311,电投能源,002128.SZ,3.02,0.97,7.04,2624868.62,煤炭开采,,,,,,
312,国林科技,300786.SZ,-1.72,3.76,214.67,257934.37,环境保护,,,,,,
313,雪榕生物,300511.SZ,3.31,5.04,472.25,318404.82,种植业,,,,,,
314,宝钢股份,600019.SH,2.03,0.38,12.4,15391425.05,普钢,,,,,,
315,蒙草生态,300355.SZ,-0.29,2.26,27.24,453649.1,环境保护,,,,,,
316,派林生物,000403.SZ,-1.15,0.61,39.29,1598575.53,生物制药,,,,,,
317,楚天高速,600035.SH,2.28,1.25,6.83,578031.61,路桥,,,,,,
318,鞍钢股份,000898.SZ,0.0,0.68,188.02,2482409.4,普钢,0.017,156000000.0,-97.76,97.5706,6.183133042646,0.26
319,江南水务,601199.SH,3.79,2.06,30.08,793993.54,水务,,,,,,
320,金溢科技,002869.SZ,-3.81,4.53,278.31,408011.82,通信设备,,,,,,
321,民生银行,600016.SH,1.15,0.21,4.37,12482667.37,银行,0.71,35269000000.0,2.58,-83.6871,11.533643963273,6.31
322,新奥股份,600803.SH,-0.48,0.58,11.1,3059924.27,供气供热,1.9,5843910000.0,26.17,65.3152,5.672813409667,33.43
323,长亮科技,300348.SZ,-4.23,5.87,449.97,845280.96,软件服务,0.0311,22433111.6,-82.22,2259.2124,,1.5
324,江西铜业,600362.SH,0.89,0.87,12.42,4461781.92,铜,1.73,5993964274.0,6.36,0.282,21.231417084408,8.36
325,新疆天业,600075.SH,2.48,1.62,8.71,734626.81,化工原料,,,,,,
326,双汇发展,000895.SZ,1.25,0.25,16.04,9013649.98,食品,1.6223,5620885670.8,15.51,16.4634,6.307342808126,25.43
327,远光软件,002063.SZ,-2.96,3.26,48.47,1439653.46,软件服务,0.2032,322645607.45,5.65,192.5224,1.984903324614,10.75
328,兴森科技,002436.SZ,-3.17,3.77,43.14,2013427.22,元器件,0.33,525633105.29,-15.42,-95.4647,3.849611694985,10.78
329,长江证券,000783.SZ,1.6,1.27,24.73,3152075.84,证券,,,,,,
330,京新药业,002020.SZ,2.78,3.22,20.18,1018733.99,化学制药,0.77,662253823.96,8.12,9.0429,5.976712211505,13.46
331,内蒙一机,600967.SH,0.93,0.61,20.84,1642322.13,运输设备,,,,,,
332,奇正藏药,002287.SZ,1.37,0.43,30.04,1413212.42,中成药,,,,,,
333,木林森,002745.SZ,0.53,1.72,72.4,909423.21,电气设备,,,,,,
334,第一创业,002797.SZ,2.01,1.55,56.37,2516631.6,证券,,,,,,
335,中铁装配,300374.SZ,9.93,16.58,-17.07,341597.56,其他建材,-1.06,-260006599.36,27.98,-155.5007,3.788414966916,-24.48
336,华谊兄弟,300027.SZ,-3.79,4.31,-24.37,702973.1,影视音像,,,,,,
337,天士力,600535.SH,1.5,1.1,-90.85,2330534.0,中成药,-0.17,-256514049.91,-110.87,6.3976,8.271597699508,-2.04
338,工业富联,601138.SH,-0.77,0.51,17.74,35499243.39,通信设备,1.02,20073072000.0,0.3,68.0892,6.494352225647,16.17
339,吉林高速,601518.SH,10.1,1.9,10.84,426724.86,路桥,0.29,393637825.25,23.62,-47.1163,3.311002914124,9.18
340,英唐智控,300131.SZ,-1.9,2.44,117.56,585119.03,元器件,,,,,,
341,超讯通信,603322.SH,4.8,5.56,28.71,302807.32,通信设备,,,,,,
342,邮储银行,601658.SH,4.04,2.81,5.99,5806347.63,银行,0.85,85224000000.0,11.8865695156,-57.4528,7.406466487703,11.89
343,兰石重装,603169.SH,-2.18,4.09,59.92,1054177.48,专用机械,0.1347,175933175.85,43.35,-17.3079,2.403919648304,5.77
344,齐心集团,002301.SZ,-3.88,6.2,30.96,586598.01,文教休闲,,,,,,
345,创元科技,000551.SZ,0.4,1.0,24.99,405681.53,专用机械,0.4097,163927762.51,50.03,35.1873,5.686599111296,7.64
346,电广传媒,000917.SZ,-2.53,1.47,78.42,874472.16,影视音像,,,,,,
347,中国银河,601881.SH,3.71,1.06,13.89,6852418.23,证券,0.7,7760543696.79,-25.6,-37.5586,8.548054843681,8.21
348,雪莱特,002076.SZ,4.0,4.92,141.31,323431.72,家用电器,0.03,24609092.45,114.21,438.3485,0.290880013061,0.0
349,沪农商行,601825.SH,0.86,0.24,5.15,2708353.38,银行,,,,,,
350,大恒科技,600288.SH,-2.81,2.06,54.9,604531.2,元器件,,,,,,
351,中原高速,600020.SH,0.92,0.51,52.47,737137.96,路桥,0.0186,140489913.5,-81.1,-473.3161,4.607300078926,0.4
352,时代出版,600551.SH,-2.36,0.74,18.38,560364.22,出版业,,,,,,
353,联得装备,300545.SZ,2.0,5.87,60.2,244894.93,专用机械,,,,,,
354,南兴股份,002757.SZ,-1.46,3.75,17.06,432857.24,专用机械,,,,,,
355,丽尚国潮,600738.SH,-0.38,1.24,36.98,602447.63,百货,,,,,,
356,山西证券,002500.SZ,2.42,0.89,42.34,2128734.53,证券,,,,,,
357,珍宝岛,603567.SH,3.0,1.75,77.32,1582498.83,中成药,,,,,,
358,文投控股,600715.SH,-3.03,2.26,-11.51,474842.5,影视音像,,,,,,
359,通化东宝,600867.SH,2.92,1.46,15.48,2455475.71,生物制药,,,,,,
360,中红医疗,300981.SZ,-1.01,3.66,142.27,231525.0,医疗保健,,,,,,
361,中谷物流,603565.SH,1.74,1.95,9.06,760692.4,仓储物流,1.93,2741385744.05,14.02,-16.6002,6.556638801763,28.36
362,高新发展,000628.SZ,0.14,1.62,25.94,281580.54,建筑工程,0.565,199070118.38,21.87,677.6637,4.970834265471,12.03
363,潜能恒信,300191.SZ,0.86,1.99,112.23,438379.44,石油开采,,,,,,
364,南化股份,600301.SH,9.94,15.16,676.21,330833.27,小金属,0.08,18124971.13,-66.26,-68.0844,1.436447055631,5.51
365,富春环保,002479.SZ,-1.42,0.97,16.27,419456.19,环境保护,0.3,258950240.82,-21.69,212.6386,4.620216067075,6.57
366,海南橡胶,601118.SH,0.0,0.57,-114.61,2019889.92,橡胶,,,,,,
367,中石科技,300684.SZ,0.33,4.46,27.08,336266.3,化工原料,,,,,,
368,和仁科技,300550.SZ,1.99,1.16,138.79,456176.52,软件服务,,,,,,
369,瑞丰光电,300241.SZ,-1.57,1.49,101.05,321704.82,半导体,,,,,,
370,光大银行,601818.SH,1.94,0.39,4.15,14618146.9,银行,0.74,44807000000.0,3.23,-38.1884,7.381200029612,10.27
371,新华医疗,600587.SH,1.01,1.27,27.86,1209996.54,医疗保健,1.23,502605761.57,-9.68,-15.3209,13.090917912907,9.68
372,高澜股份,300499.SZ,-2.58,25.09,2491.18,431523.03,专用机械,,,,,,
373,国网信通,600131.SH,-3.57,1.17,30.0,2385045.11,通信设备,,,,,,
374,香农芯创,300475.SZ,-1.28,1.51,30.45,922511.32,元器件,,,,,,
375,建工修复,300958.SZ,-2.33,3.41,33.15,151783.51,环境保护,,,,,,
376,赛福天,603028.SH,-1.22,2.33,144.36,324929.28,钢加工,,,,,,
377,兴蓉环境,000598.SZ,0.58,0.47,9.56,1537722.53,水务,,,,,,
378,设计总院,603357.SH,0.88,2.0,12.13,522269.56,建筑工程,0.97,442840982.57,14.04,-7.1903,6.70829836808,14.68
379,大晟文化,600892.SH,-3.63,3.02,132.47,326642.61,影视音像,0.04,24664776.21,121.7957501975,-69.2814,0.319364030571,14.83
380,华菱钢铁,000932.SZ,1.05,0.79,6.26,3305025.51,普钢,0.9233,6378551865.89,-34.1,-4.76,7.228498336493,13.42
381,力合科技,300800.SZ,-1.08,1.43,33.23,231934.87,环境保护,,,,,,
382,亿通科技,300211.SZ,-10.26,5.01,122.74,302395.73,通信设备,0.0829,25087388.03,-11.86,-95.0518,1.708546285701,5.05
383,青松建化,600425.SH,0.0,1.86,16.84,601152.48,水泥,0.3,415489497.34,31.93,-88.5696,3.816662972713,8.16
384,浦东金桥,600639.SH,0.0,0.76,8.69,1042390.2,园区开发,1.4109,1583573935.75,-2.43,399.2157,11.414479214709,12.76
385,上海环境,601200.SH,0.84,0.5,20.77,1079227.92,环境保护,0.4631,519542987.89,-27.1,-62.9568,9.155061767596,5.16
386,百川能源,600681.SH,0.46,0.24,15.33,599264.5,供气供热,0.29,391193111.49,-27.2,76.4558,2.695105287643,10.3
387,欧比特,300053.SZ,7.2,12.06,77.1,763336.41,半导体,,,,,,
388,贝瑞基因,000710.SZ,-9.94,15.77,-20.81,458248.58,医疗保健,-0.82,-254778590.81,-129.91,-9955.9315,6.489984946724,-10.52
389,建研院,603183.SH,2.27,4.45,24.02,243308.86,建筑工程,0.21,103228525.37,-25.64,2719.3894,2.965546115012,7.13
390,大秦铁路,601006.SH,2.68,0.43,7.89,11373226.29,铁路,,,,,,
391,晶瑞电材,300655.SZ,-1.88,10.09,98.75,1359285.91,化工原料,,,,,,
392,力诺特玻,301188.SZ,2.37,1.4,39.93,299110.63,玻璃,,,,,,
393,铜陵有色,000630.SZ,2.68,2.21,13.3,3631605.58,铜,0.26,2730365502.55,-11.96,85.7312,2.409377169882,11.21
394,金龙机电,300032.SZ,-0.51,0.91,140.6,474672.35,元器件,,,,,,
395,森霸传感,300701.SZ,-0.82,1.13,60.87,233374.45,元器件,0.16,42980480.49,-65.77,25.0838,2.802798478926,5.75
396,天风证券,601162.SH,2.7,1.69,381.12,2634390.27,证券,,,,,,
397,华凯易佰,300592.SZ,-9.36,8.06,35.39,407469.2,互联网,,,,,,
398,江苏银行,600919.SH,2.82,0.84,4.23,10722296.85,银行,,,,,,
399,上海梅林,600073.SH,2.01,1.54,16.11,810198.26,食品,0.54,502770556.4,66.05,16.9451,5.167592118796,10.88
400,TCL科技,000100.SZ,0.22,0.8,292.02,6102296.78,元器件,0.0191,261319000.0,-97.4,94.9472,2.968535649124,0.52
401,越秀资本,000987.SZ,1.74,0.74,14.02,3521204.79,多元金融,0.5006,2511742857.12,1.27,-10.4667,5.381200024053,9.66
402,石化机械,000852.SZ,2.42,2.8,110.75,688405.8,化工机械,,,,,,
403,上海医药,601607.SH,1.77,0.93,14.35,4198318.65,医药商业,1.61,5617152003.01,10.28,-28.1726,18.13716523598,9.11
404,华宝股份,300741.SZ,2.81,0.94,22.36,1620988.66,食品,1.18,724925228.0,-27.82,40.5483,12.243422143924,9.7
405,方直科技,300235.SZ,-5.24,12.24,119.77,223573.97,软件服务,0.14,23331575.35,2.02,-124.3129,4.068061012712,3.47
406,银江技术,300020.SZ,-7.03,10.75,55.29,563932.6,软件服务,,,,,,
407,国机汽车,600335.SH,1.35,2.07,44.38,1424824.09,汽车配件,,,,,,
408,深圳能源,000027.SZ,2.06,0.66,14.09,3068516.5,火力发电,,,,,,
409,安洁科技,002635.SZ,-1.75,2.07,31.24,602297.08,元器件,0.47,320003184.92,60.72,0.3498,8.772201088459,5.4
410,金杯电工,002533.SZ,-0.26,5.95,15.43,468986.29,电气设备,0.505,370605768.9,11.85,17.6452,4.931216328907,10.5
411,冀东水泥,000401.SZ,0.22,0.53,17.78,1404947.86,水泥,0.513,1357689388.91,-51.69,-156.0555,11.438255561641,4.39
412,招商公路,001965.SZ,1.13,0.1,11.39,5535739.58,路桥,0.7528,4860696357.37,-2.25,-5.7882,8.803441436082,8.52
413,海南海药,000566.SZ,-1.34,2.22,637.85,602506.37,化学制药,0.0081,10515675.29,100.6760685884,260.9041,1.668606120572,0.49
414,日播时尚,603196.SH,2.14,1.05,57.26,215965.36,服饰,,,,,,
415,安科生物,300009.SZ,1.34,1.92,28.76,1401822.07,生物制药,0.43,703323479.92,240.38,-56.3605,1.917590056757,23.82
416,沪宁股份,300669.SZ,0.75,6.34,46.0,218186.66,机械基件,,,,,,
417,同方股份,600100.SH,-1.13,3.99,-24.08,2338516.27,IT设备,,,,,,
418,华能水电,600025.SH,2.74,0.18,16.14,12834000.0,水力发电,,,,,,
419,红旗连锁,002697.SZ,1.16,1.45,14.72,657415.3,超市连锁,0.36,485669168.43,0.9,-4.3449,3.051868495735,12.4
420,三六五网,300295.SZ,-3.7,5.4,110.9,189937.32,互联网,,,,,,
421,特锐德,300001.SZ,8.41,4.66,72.41,1946930.33,电气设备,0.26,272200674.81,45.43,165.3495,6.049392786581,4.42
422,富森美,002818.SZ,0.58,1.23,13.26,413823.11,其他商业,1.05,783050306.45,-14.72,24.366,7.926009274056,13.24
423,新湖中宝,600208.SH,-0.97,1.05,12.31,2622442.44,全国地产,,,,,,
424,澄天伟业,300689.SZ,1.78,3.51,56.83,207808.15,元器件,,,,,,
425,白云机场,600004.SH,2.16,0.73,-35.57,3810416.44,机场,,,,,,
426,东方精工,002611.SZ,0.78,2.59,14.29,519931.57,轻工机械,0.37,447177897.38,-4.31,1039.6788,3.274470512947,11.72
427,思维列控,603508.SH,0.53,2.06,20.9,724040.04,软件服务,0.91,346379108.01,-10.15,144.1496,11.403433129969,8.09
428,出版传媒,601999.SH,-3.69,1.63,82.43,388394.86,出版业,,,,,,
429,中山公用,000685.SZ,0.97,0.74,11.79,911098.14,水务,,,,,,
430,启明信息,002232.SZ,-3.45,4.42,93.87,686769.95,软件服务,0.1791,73160598.7,81.07,-60.5251,3.383742150316,5.4
431,山东出版,601019.SH,0.49,0.83,10.2,1713344.9,出版业,0.81,1680445174.45,9.63,99.8017,6.402190145618,13.0
432,华谊集团,600623.SH,1.34,0.36,11.35,1270018.19,化工原料,0.6,1281211494.32,-56.83,33.4345,10.212057038977,5.93
433,中国建筑,601668.SH,1.39,1.01,5.42,27188816.91,建筑工程,,,,,,
434,外高桥,600648.SH,0.56,0.41,11.56,1180641.82,园区开发,1.09,1240803308.65,32.41,280.5739,10.564007912398,10.62
435,北部湾港,000582.SZ,2.58,2.36,14.22,1175663.22,港口,0.61,1039119875.63,1.83,18.5874,7.191185949488,8.55
436,市北高新,600604.SH,-0.54,0.63,132.04,776915.05,园区开发,0.04,78311694.38,-31.91,10049.1873,3.5227674429,1.19
437,万东医疗,600055.SH,-0.2,1.0,125.27,1324999.69,医疗保健,,,,,,
438,上海建工,600170.SH,0.0,1.03,18.85,2555562.15,建筑工程,,,,,,
439,东吴证券,601555.SH,1.43,2.77,21.58,3555326.88,证券,,,,,,
440,重庆水务,601158.SH,0.0,0.23,13.68,2611200.0,水务,0.4,1909085670.79,-8.11,-70.0572,3.556882565831,11.54
441,鼎汉技术,300011.SZ,2.01,2.56,-18.74,330021.93,运输设备,-0.3516,-196418041.34,-1085.56,-3983.7506,2.313448112585,-14.15
442,中国外运,601598.SH,1.79,0.83,8.16,2391442.18,仓储物流,0.55,4068260121.39,9.55,-56.7894,4.740384675619,11.93
443,京基智农,000048.SZ,-2.01,1.12,16.19,1251588.29,区域地产,1.4775,773073916.59,98.56,496.0171,5.012673538463,31.35
444,宏达股份,600331.SH,0.87,1.02,117.88,709168.0,铅锌,0.0296,60158515.96,-80.33,-89.2007,0.203319978593,15.82
445,新经典,603096.SH,-1.61,5.35,23.58,397971.28,出版业,,,,,,
446,金鹰重工,301048.SZ,6.5,13.35,24.59,139866.74,运输设备,,,,,,
447,中国重工,601989.SH,1.02,0.36,-53.95,8723102.3,船舶,,,,,,
448,汇纳科技,300609.SZ,-4.25,10.22,-89.04,205545.3,互联网,,,,,,
449,中国核电,601985.SH,1.47,0.58,12.12,12982475.78,新型电力,,,,,,
450,北京银行,601169.SH,1.98,0.38,3.96,9810344.7,银行,1.02,24760000000.0,11.4,-6.7047,10.908669536017,9.6
451,中国巨石,600176.SH,5.05,1.4,9.45,6244893.3,玻璃,1.6512,6610015911.86,9.65,-16.6613,6.894010955214,26.52
452,西部黄金,601069.SH,0.0,2.29,82.34,999792.0,黄金,0.2171,176192946.1,-52.06,4.38,5.145409110213,4.91
453,内蒙新华,603230.SH,-2.69,7.26,11.34,113181.67,出版业,,,,,,
454,中南传媒,601098.SH,-2.18,0.79,15.03,2092340.0,出版业,,,,,,
455,天富能源,600509.SH,0.86,3.19,15.9,811747.59,火力发电,,,,,,
456,华夏银行,600015.SH,2.39,0.4,3.55,7155059.15,银行,,,,,,
457,申万宏源,000166.SZ,6.13,1.27,14.01,10140978.29,证券,0.11,2789067875.31,-70.32,-262.4405,3.795733016363,2.93
458,兆日科技,300333.SZ,-2.71,4.67,-27.62,239693.58,软件服务,,,,,,
459,亿帆医药,002019.SZ,2.35,1.63,97.75,1298901.36,化学制药,0.16,191277350.92,-31.29,-128.0558,7.187035988954,2.2
460,南大环境,300864.SZ,-1.57,3.64,27.7,87442.56,环境保护,,,,,,
461,中粮糖业,600737.SH,1.82,1.57,17.72,1790215.97,食品,,,,,,
462,华兰生物,002007.SZ,0.57,0.83,41.87,3886759.63,生物制药,0.5897,1076265283.57,-17.14,-44.6931,5.699820084452,11.11
463,蓝天燃气,605368.SH,1.4,2.09,11.51,244349.72,供气供热,1.24,592265300.95,40.72,-36.3011,7.399348275421,18.24
464,上海贝岭,600171.SH,-2.04,3.07,40.25,1583325.78,半导体,0.57,399034926.7,-45.29,-61.4749,5.935584881788,9.88
465,荣晟环保,603165.SH,3.73,2.05,24.1,434074.36,造纸,,,,,,
466,国泰集团,603977.SH,1.18,1.12,21.86,585209.8,化工原料,,,,,,
467,福能股份,600483.SH,2.23,1.11,10.0,2316979.46,火力发电,1.33,2593180030.96,90.79,117.1093,10.107986535197,11.38
468,圣元环保,300867.SZ,2.64,4.16,24.92,300136.66,环境保护,,,,,,
469,科泰电源,300153.SZ,-3.07,7.17,97.13,270719.59,电气设备,,,,,,
470,重庆百货,600729.SH,2.98,1.07,12.56,1096502.55,百货,2.23,883382927.97,-7.16,-82.7871,12.684494039403,17.25
471,申通地铁,600834.SH,0.23,0.5,56.68,411980.58,公共交通,,,,,,
472,绿盟科技,300369.SZ,-5.22,5.52,-36.81,1146666.19,软件服务,,,,,,
473,百亚股份,003006.SZ,1.3,1.21,26.11,419376.62,造纸,0.44,187290838.0,-17.83,27.9408,2.974159444501,15.3
474,南方航空,600029.SH,2.51,0.59,-4.52,8339433.94,空运,-1.9,-32682000000.0,170.03,-147.4996,2.265713812703,-62.19
475,迈拓股份,301006.SZ,-0.21,4.39,25.42,150564.97,电器仪表,,,,,,
476,华体科技,603679.SH,0.07,1.33,-110.65,204148.19,电气设备,,,,,,
477,精达股份,600577.SH,0.43,1.86,25.37,928049.21,电气设备,0.19,381076112.9,-30.6,33.0315,2.391940818835,8.12
478,海通证券,600837.SH,3.61,1.08,18.88,8394218.6,证券,0.5,6545346964.83,-48.97,-64.3448,12.5987015225,3.99
479,太阳电缆,002300.SZ,1.71,1.61,27.46,585701.96,电气设备,0.3248,213296710.59,34.53,15.9661,2.73051144871,12.29
480,云南铜业,000878.SZ,0.15,2.02,15.24,2338707.0,铜,,,,,,
481,维业股份,300621.SZ,1.81,1.29,317.42,198175.33,装修装饰,0.03,6633213.33,-81.98,121.0951,3.768354115104,0.78
482,首都在线,300846.SZ,-1.1,13.9,-44.57,579282.08,软件服务,-0.4093,-189039638.83,-964.68,-486.6775,2.589215073874,-14.88
483,风华高科,000636.SZ,-1.97,1.22,63.47,1934787.61,元器件,0.31,327037938.38,-65.32,125.7316,10.257775922871,3.17
484,凤凰传媒,601928.SH,-3.71,1.04,11.98,2773941.0,出版业,,,,,,
485,福建高速,600033.SH,2.38,0.97,8.46,826064.4,路桥,,,,,,
486,宜通世纪,300310.SZ,-4.01,6.22,157.69,298135.28,通信设备,,,,,,
487,辽港股份,601880.SH,0.0,0.16,30.18,3031364.32,港口,0.05,1279734789.11,-33.2,-59.3268,1.611137396373,3.32
488,三安光电,600703.SH,-1.36,1.21,79.82,8585084.47,半导体,,,,,,
489,歌力思,603808.SH,0.09,0.41,38.12,414860.39,服饰,,,,,,
490,赢时胜,300377.SZ,-3.29,3.61,125.81,688439.65,软件服务,,,,,,
491,惠博普,002554.SZ,1.43,4.28,41.19,364595.83,石油开采,,,,,,
492,中国电影,600977.SH,-3.23,1.31,35235.35,2793032.0,影视音像,,,,,,
